respid,WEIGHT,party,age_cat,educ,urbanicity,state,solar_general,solar_local,wind_local,solar_farm_nearby,main_concern
12157,0.8686,Republican,50-64,High school or less,Urban,Kansas,Strongly favor,Somewhat favor,Strongly favor,No,Uses too much land
12158,1.1093,Republican,30-49,College graduate or more,Rural,Arkansas,Strongly favor,Somewhat oppose,Strongly oppose,No,Changes how the area looks
12159,0.9752,Independent,65+,High school or less,Suburban,Texas,Strongly oppose,Somewhat favor,Somewhat oppose,No,Uses too much land
12160,0.7221,Republican,65+,Some college,Suburban,Oklahoma,Strongly favor,Somewhat oppose,Somewhat oppose,No,Doubts it is reliable
12161,2.4042,Democrat,18-29,High school or less,Urban,Texas,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
12162,0.8045,Republican,30-49,College graduate or more,Rural,Oklahoma,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
12163,0.5088,Democrat,30-49,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Strongly oppose,No,Uses too much land
12164,0.8214,Democrat,50-64,High school or less,Urban,Missouri,Somewhat favor,Strongly favor,Somewhat favor,No,Uses too much land
12165,2.1584,Democrat,18-29,High school or less,Suburban,Oklahoma,Strongly favor,Somewhat favor,Somewhat favor,Yes,No concerns
12166,0.7757,Independent,30-49,College graduate or more,Suburban,Kansas,Somewhat oppose,Strongly favor,Somewhat oppose,No,Worried about property values
12167,0.5893,Independent,50-64,Some college,Urban,Texas,Strongly favor,Strongly oppose,Strongly favor,No,Worried about property values
12168,0.4274,Independent,50-64,College graduate or more,Suburban,Arkansas,Strongly oppose,Strongly favor,Strongly oppose,No,Changes how the area looks
12169,1.3518,Republican,65+,High school or less,Rural,Texas,Strongly oppose,Strongly oppose,Strongly oppose,No,Worried about property values
12170,1.1062,Republican,50-64,Some college,Rural,Texas,Somewhat favor,99,Strongly oppose,Yes,No concerns
12171,1.0608,Democrat,65+,High school or less,Rural,Arkansas,Somewhat favor,Somewhat favor,Strongly oppose,No,No concerns
12172,0.6815,Democrat,30-49,College graduate or more,Urban,Oklahoma,Somewhat oppose,Strongly favor,Somewhat favor,No,Changes how the area looks
12173,1.6066,Democrat,18-29,Some college,Rural,Texas,Somewhat favor,Somewhat favor,Somewhat oppose,Yes,No concerns
12174,1.1169,Independent,65+,High school or less,Suburban,Louisiana,Strongly favor,Strongly oppose,Somewhat favor,No,Uses too much land
12175,0.3668,Democrat,50-64,College graduate or more,Urban,Texas,Strongly favor,99,Strongly favor,No,Uses too much land
12176,0.9197,Republican,18-29,College graduate or more,Suburban,Missouri,Strongly favor,Somewhat favor,Strongly favor,No,Worried about property values
12177,1.6785,Republican,30-49,Some college,Urban,Texas,Somewhat favor,Strongly favor,Somewhat oppose,No,Changes how the area looks
12178,0.9522,Democrat,50-64,High school or less,Urban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
12179,1.3165,Democrat,30-49,High school or less,Suburban,Texas,Strongly favor,Somewhat oppose,Strongly favor,No,Uses too much land
12180,0.6282,Republican,65+,College graduate or more,Rural,Kansas,Somewhat favor,Somewhat oppose,Strongly oppose,No,Changes how the area looks
12181,1.3828,Democrat,18-29,Some college,Suburban,Kansas,Strongly favor,Somewhat favor,Somewhat oppose,No,Uses too much land
12182,0.4073,Democrat,65+,College graduate or more,Urban,Oklahoma,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
12183,0.4045,Republican,65+,College graduate or more,Suburban,Missouri,Strongly favor,Somewhat oppose,Strongly favor,Yes,Uses too much land
12184,1.1293,Republican,30-49,High school or less,Suburban,Texas,Strongly oppose,Somewhat favor,Somewhat oppose,No,No concerns
12185,0.6154,Republican,65+,Some college,Urban,Arkansas,Somewhat favor,Somewhat favor,Strongly favor,No,Uses too much land
12186,0.7102,Democrat,30-49,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,Yes,No concerns
12187,1.5356,Independent,30-49,High school or less,Suburban,Arkansas,Strongly favor,Somewhat favor,Somewhat oppose,No,Something else
12188,0.4783,Independent,50-64,College graduate or more,Suburban,Arkansas,Strongly favor,Strongly oppose,Strongly favor,No,Uses too much land
12189,1.2984,Democrat,50-64,High school or less,Suburban,Texas,Strongly favor,Strongly favor,Strongly favor,No,No concerns
12190,1.241,Democrat,30-49,High school or less,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,Changes how the area looks
12191,0.6849,Independent,30-49,College graduate or more,Urban,Texas,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
12192,1.1082,Democrat,30-49,High school or less,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Strongly oppose,No,No concerns
12193,0.8389,Republican,30-49,Some college,Urban,Texas,Somewhat favor,Strongly oppose,Somewhat oppose,No,Something else
12194,1.1093,Independent,50-64,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,Uses too much land
12195,0.4271,Republican,65+,Some college,Suburban,Louisiana,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Doubts it is reliable
12196,2.1294,Independent,18-29,High school or less,Suburban,Texas,Somewhat favor,Somewhat oppose,Strongly favor,No,Worried about property values
12197,1.241,Republican,30-49,Some college,Urban,Oklahoma,Somewhat favor,Strongly oppose,Somewhat favor,Yes,Uses too much land
12198,1.0208,Republican,50-64,Some college,Rural,Oklahoma,Strongly favor,Somewhat oppose,Strongly favor,Yes,Changes how the area looks
12199,1.26,Democrat,30-49,Some college,Rural,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Worried about property values
12200,0.8975,Democrat,18-29,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12201,1.0501,Republican,30-49,Some college,Urban,Texas,Strongly favor,Strongly favor,Strongly oppose,No,Worried about property values
12202,1.8455,Republican,18-29,High school or less,Suburban,Louisiana,Strongly favor,Somewhat oppose,Strongly favor,No,Uses too much land
12203,0.8603,Democrat,65+,Some college,Rural,Louisiana,Somewhat favor,Somewhat favor,Strongly oppose,No,No concerns
12204,1.7845,Democrat,18-29,High school or less,Rural,Oklahoma,Somewhat favor,Somewhat favor,Strongly oppose,Yes,Uses too much land
12205,1.0269,Democrat,30-49,High school or less,Urban,Texas,Strongly favor,Strongly favor,Somewhat favor,Yes,No concerns
12206,0.6839,Republican,30-49,College graduate or more,Suburban,Texas,Somewhat oppose,Strongly favor,Strongly oppose,No,No concerns
12207,0.7431,Independent,50-64,Some college,Suburban,Texas,Strongly favor,Strongly oppose,Strongly oppose,No,Doubts it is reliable
12208,0.8144,Republican,30-49,Some college,Suburban,Missouri,Strongly oppose,Somewhat oppose,Somewhat favor,No,Something else
12209,0.4003,Democrat,65+,College graduate or more,Urban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
12210,1.0714,Independent,30-49,Some college,Suburban,Arkansas,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
12211,0.4133,Republican,50-64,College graduate or more,Suburban,Texas,Strongly oppose,Strongly oppose,Strongly oppose,No,Changes how the area looks
12212,1.2064,Republican,50-64,High school or less,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly oppose,No,No concerns
12213,0.4876,Republican,50-64,College graduate or more,Urban,Oklahoma,Somewhat oppose,Strongly favor,Strongly oppose,No,Something else
12214,0.5852,Republican,50-64,College graduate or more,Rural,Arkansas,Somewhat favor,Somewhat oppose,Strongly oppose,Yes,Worried about property values
12215,1.978,Republican,18-29,Some college,Suburban,Texas,Somewhat oppose,Strongly oppose,Strongly favor,No,Changes how the area looks
12216,0.5471,Independent,30-49,College graduate or more,Suburban,Texas,Strongly favor,Strongly oppose,Somewhat oppose,No,Uses too much land
12217,0.7477,Democrat,50-64,High school or less,Suburban,Kansas,Somewhat favor,Somewhat favor,Strongly oppose,No,No concerns
12218,0.7604,Independent,30-49,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Strongly oppose,No,Changes how the area looks
12219,1.0879,Republican,65+,High school or less,Rural,Texas,Somewhat oppose,Somewhat oppose,Somewhat oppose,No,Uses too much land
12220,1.0984,Democrat,30-49,High school or less,Suburban,Texas,Somewhat favor,Strongly oppose,Somewhat oppose,Yes,Uses too much land
12221,1.8774,Democrat,18-29,High school or less,Suburban,Kansas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12222,0.8053,Republican,30-49,College graduate or more,Urban,Texas,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
12223,1.8379,Independent,18-29,High school or less,Suburban,Louisiana,Strongly oppose,Strongly oppose,Strongly favor,No,Changes how the area looks
12224,1.3545,Republican,65+,High school or less,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat oppose,Yes,No concerns
12225,0.6738,Democrat,65+,High school or less,Rural,Arkansas,Strongly favor,Somewhat oppose,Strongly favor,No,Changes how the area looks
12226,1.0051,Republican,30-49,Some college,Urban,Arkansas,Somewhat oppose,Somewhat oppose,Somewhat favor,Yes,Something else
12227,1.3008,Democrat,18-29,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,Uses too much land
12228,0.6881,Republican,65+,Some college,Rural,Missouri,Somewhat oppose,99,Strongly favor,No,No concerns
12229,1.8289,Republican,30-49,High school or less,Suburban,Texas,Strongly favor,Strongly oppose,Strongly oppose,Yes,Doubts it is reliable
12230,1.0774,Democrat,18-29,Some college,Suburban,Kansas,Strongly favor,Strongly favor,Strongly favor,No,No concerns
12231,1.2792,Republican,50-64,High school or less,Rural,Kansas,Somewhat favor,Strongly oppose,Somewhat oppose,No,Doubts it is reliable
12232,0.6678,Independent,50-64,Some college,Suburban,Louisiana,Strongly oppose,Somewhat oppose,Strongly oppose,No,Worried about property values
12233,0.2659,Democrat,50-64,College graduate or more,Suburban,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,Yes,No concerns
12234,1.0504,Republican,50-64,Some college,Suburban,Arkansas,Somewhat oppose,Strongly favor,Somewhat favor,No,No concerns
12235,0.4011,Democrat,30-49,College graduate or more,Urban,Oklahoma,Somewhat favor,Strongly favor,Strongly oppose,No,Uses too much land
12236,2.8889,Independent,30-49,High school or less,Rural,Texas,Somewhat favor,Somewhat favor,Somewhat oppose,No,No concerns
12237,0.5255,Republican,65+,Some college,Suburban,Louisiana,Somewhat favor,Somewhat oppose,99,No,Doubts it is reliable
12238,1.1527,Democrat,30-49,High school or less,Suburban,Oklahoma,Strongly favor,Strongly favor,Somewhat favor,No,Uses too much land
12239,0.3518,Democrat,50-64,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Uses too much land
12240,0.8833,Republican,65+,High school or less,Suburban,Oklahoma,Somewhat favor,Strongly oppose,Somewhat favor,No,Doubts it is reliable
12241,0.7896,Republican,50-64,Some college,Rural,Oklahoma,Strongly oppose,Somewhat oppose,Somewhat oppose,No,Changes how the area looks
12242,0.9398,Democrat,30-49,Some college,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat oppose,No,Uses too much land
12243,1.0856,Republican,30-49,Some college,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat oppose,Yes,Uses too much land
12244,1.5458,Democrat,18-29,Some college,Rural,Missouri,Somewhat favor,Somewhat favor,Somewhat favor,No,Uses too much land
12245,0.4635,Independent,65+,Some college,Suburban,Texas,Strongly favor,Strongly oppose,Strongly oppose,No,Changes how the area looks
12246,1.3974,Independent,30-49,High school or less,Suburban,Texas,Strongly oppose,Somewhat favor,Somewhat oppose,No,No concerns
12247,0.6406,Republican,50-64,Some college,Urban,Kansas,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
12248,0.588,Democrat,50-64,Some college,Rural,Texas,Somewhat favor,Strongly favor,Somewhat oppose,No,No concerns
12249,1.2343,Republican,30-49,Some college,Rural,Oklahoma,Strongly favor,Somewhat oppose,Strongly oppose,No,Something else
12250,0.548,Independent,30-49,College graduate or more,Suburban,Missouri,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12251,0.6039,Democrat,65+,Some college,Urban,Louisiana,Somewhat favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
12252,0.4964,Democrat,65+,Some college,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Somewhat favor,Yes,No concerns
12253,1.374,Republican,30-49,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat oppose,Yes,Something else
12254,0.8996,Republican,30-49,Some college,Suburban,Texas,Somewhat favor,Somewhat oppose,Somewhat favor,No,Changes how the area looks
12255,0.8819,Independent,50-64,Some college,Urban,Texas,Somewhat favor,Strongly oppose,Strongly favor,No,Doubts it is reliable
12256,1.708,Republican,30-49,Some college,Rural,Missouri,Somewhat oppose,Somewhat oppose,Somewhat oppose,Yes,Changes how the area looks
12257,1.0791,Democrat,30-49,High school or less,Rural,Louisiana,Strongly favor,Strongly favor,Somewhat favor,No,Uses too much land
12258,1.591,Republican,18-29,College graduate or more,Urban,Missouri,Somewhat oppose,Strongly favor,Somewhat oppose,No,No concerns
12259,1.0575,Republican,18-29,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Strongly oppose,Yes,Uses too much land
12260,0.5452,Democrat,30-49,College graduate or more,Urban,Kansas,Somewhat favor,Strongly favor,Somewhat favor,Yes,Worried about property values
12261,1.1734,Independent,50-64,High school or less,Rural,Texas,Strongly favor,Somewhat oppose,Somewhat oppose,No,Changes how the area looks
12262,0.6352,Democrat,65+,High school or less,Urban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
12263,0.4382,Independent,30-49,College graduate or more,Suburban,Oklahoma,Strongly favor,Somewhat favor,Strongly favor,No,Changes how the area looks
12264,0.9845,Republican,18-29,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12265,2.161,Independent,18-29,High school or less,Suburban,Kansas,Somewhat favor,Strongly favor,Strongly favor,Yes,Uses too much land
12266,0.7056,Democrat,50-64,High school or less,Urban,Kansas,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
12267,0.769,Democrat,30-49,Some college,Suburban,Missouri,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
12268,0.7477,Democrat,30-49,Some college,Suburban,Texas,Strongly oppose,Somewhat favor,Strongly favor,No,Worried about property values
12269,0.861,Independent,30-49,Some college,Suburban,Arkansas,Strongly oppose,Somewhat oppose,Strongly favor,No,Uses too much land
12270,1.0187,Republican,30-49,High school or less,Suburban,Oklahoma,Strongly oppose,Strongly favor,Strongly oppose,No,No concerns
12271,0.2592,Democrat,65+,College graduate or more,Urban,Texas,Strongly favor,Somewhat favor,Somewhat favor,Yes,Changes how the area looks
12272,1.2729,Democrat,30-49,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12273,1.3993,Independent,30-49,High school or less,Suburban,Louisiana,Strongly oppose,Strongly oppose,Somewhat oppose,No,Worried about property values
12274,1.1228,Independent,65+,High school or less,Rural,Missouri,Somewhat oppose,Somewhat favor,Somewhat oppose,No,No concerns
12275,1.0947,Independent,30-49,Some college,Suburban,Texas,Strongly oppose,Strongly favor,Strongly oppose,No,Uses too much land
12276,0.4859,Democrat,30-49,College graduate or more,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
12277,1.2834,Republican,30-49,Some college,Rural,Arkansas,Somewhat favor,Somewhat oppose,Strongly oppose,No,Uses too much land
